graphics_name,solution,topic,id,question,choice1,choice2,choice3,choice4
675p3,675p3,1405,,1,1,1,1,1
5pm6b,5pm6b,1405,,1,1,1,1,1
m5ym2,m5ym2,1405,,1,1,1,1,1
6wb76,6wb76,1405,,1,1,1,1,1
f6ww8,f6ww8,1405,,1,1,1,1,1
y4ec2,y4ec2,1405,,1,1,1,1,1
nmw46,nmw46,1405,,1,1,1,1,1
78eec,78eec,1405,,1,1,1,1,1
5x7x5,5x7x5,1405,,1,1,1,1,1
8d2nd,8d2nd,1405,,1,1,1,1,1
men4f,men4f,1405,,1,1,1,1,1
b26nd,b26nd,1405,,1,1,1,1,1
82fx2,82fx2,1405,,1,1,1,1,1
m2576,m2576,1405,,1,1,1,1,1
wnmyn,wnmyn,1405,,1,1,1,1,1
5nggg,5nggg,1405,,1,1,1,1,1
f5e5e,f5e5e,1405,,1,1,1,1,1
fcmem,fcmem,1405,,1,1,1,1,1
mfb3x,mfb3x,1405,,1,1,1,1,1
3g2w6,3g2w6,1405,,1,1,1,1,1
226md,226md,1405,,1,1,1,1,1
ncyx8,ncyx8,1405,,1,1,1,1,1
y2436,y2436,1405,,1,1,1,1,1
7xcyd,7xcyd,1405,,1,1,1,1,1
bgem5,bgem5,1405,,1,1,1,1,1
e2d66,e2d66,1405,,1,1,1,1,1
5wddw,5wddw,1405,,1,1,1,1,1
be6np,be6np,1405,,1,1,1,1,1
76y6f,76y6f,1405,,1,1,1,1,1
gwnm6,gwnm6,1405,,1,1,1,1,1
exycn,exycn,1405,,1,1,1,1,1
6fn84,6fn84,1405,,1,1,1,1,1
4gycb,4gycb,1405,,1,1,1,1,1
xxbm5,xxbm5,1405,,1,1,1,1,1
cwdnx,cwdnx,1405,,1,1,1,1,1
8d4wm,8d4wm,1405,,1,1,1,1,1
36nx4,36nx4,1405,,1,1,1,1,1
5bb66,5bb66,1405,,1,1,1,1,1
4b2pw,4b2pw,1405,,1,1,1,1,1
5dxnm,5dxnm,1405,,1,1,1,1,1
mg5nn,mg5nn,1405,,1,1,1,1,1
42nxy,42nxy,1405,,1,1,1,1,1
gm7n8,gm7n8,1405,,1,1,1,1,1
76353,76353,1405,,1,1,1,1,1
23mdg,23mdg,1405,,1,1,1,1,1
g842c,g842c,1405,,1,1,1,1,1
fwxdp,fwxdp,1405,,1,1,1,1,1
m3wfw,m3wfw,1405,,1,1,1,1,1
d3c7y,d3c7y,1405,,1,1,1,1,1
g7gnf,g7gnf,1405,,1,1,1,1,1
mbf58,mbf58,1405,,1,1,1,1,1
f35xp,f35xp,1405,,1,1,1,1,1
pym7p,pym7p,1405,,1,1,1,1,1
n6nn2,n6nn2,1405,,1,1,1,1,1
yyg5g,yyg5g,1405,,1,1,1,1,1
xnfx5,xnfx5,1405,,1,1,1,1,1
xc68n,xc68n,1405,,1,1,1,1,1
ygfwe,ygfwe,1405,,1,1,1,1,1
467d5,467d5,1405,,1,1,1,1,1
efg72,efg72,1405,,1,1,1,1,1
bw5ym,bw5ym,1405,,1,1,1,1,1
b55d6,b55d6,1405,,1,1,1,1,1
36bc2,36bc2,1405,,1,1,1,1,1
pme86,pme86,1405,,1,1,1,1,1
fp382,fp382,1405,,1,1,1,1,1
3mxdn,3mxdn,1405,,1,1,1,1,1
88bgx,88bgx,1405,,1,1,1,1,1
cnmnn,cnmnn,1405,,1,1,1,1,1
g6n7x,g6n7x,1405,,1,1,1,1,1
5325m,5325m,1405,,1,1,1,1,1
m448b,m448b,1405,,1,1,1,1,1
245y5,245y5,1405,,1,1,1,1,1
d666m,d666m,1405,,1,1,1,1,1
nngxc,nngxc,1405,,1,1,1,1,1
c8fxy,c8fxy,1405,,1,1,1,1,1
mddgb,mddgb,1405,,1,1,1,1,1
yw667,yw667,1405,,1,1,1,1,1
y866y,y866y,1405,,1,1,1,1,1
63824,63824,1405,,1,1,1,1,1
bwmee,bwmee,1405,,1,1,1,1,1
4yc85,4yc85,1405,,1,1,1,1,1
ennmm,ennmm,1405,,1,1,1,1,1
mc8w2,mc8w2,1405,,1,1,1,1,1
8w875,8w875,1405,,1,1,1,1,1
m22e3,m22e3,1405,,1,1,1,1,1
mgdwb,mgdwb,1405,,1,1,1,1,1
gfbx6,gfbx6,1405,,1,1,1,1,1
fywb8,fywb8,1405,,1,1,1,1,1
pybee,pybee,1405,,1,1,1,1,1
x5f54,x5f54,1405,,1,1,1,1,1
nnp4e,nnp4e,1405,,1,1,1,1,1
defyx,defyx,1405,,1,1,1,1,1
2wc38,2wc38,1405,,1,1,1,1,1
w6yne,w6yne,1405,,1,1,1,1,1
cy3nw,cy3nw,1405,,1,1,1,1,1
7pn5g,7pn5g,1405,,1,1,1,1,1
ycnfc,ycnfc,1405,,1,1,1,1,1
w4cdc,w4cdc,1405,,1,1,1,1,1
2cegf,2cegf,1405,,1,1,1,1,1
mye68,mye68,1405,,1,1,1,1,1
x4pnp,x4pnp,1405,,1,1,1,1,1
c2g4d,c2g4d,1405,,1,1,1,1,1
34fxm,34fxm,1405,,1,1,1,1,1
n2gmg,n2gmg,1405,,1,1,1,1,1
6pfy4,6pfy4,1405,,1,1,1,1,1
5n3w4,5n3w4,1405,,1,1,1,1,1
4fp5g,4fp5g,1405,,1,1,1,1,1
bw5nf,bw5nf,1405,,1,1,1,1,1
bnc5f,bnc5f,1405,,1,1,1,1,1
yew6p,yew6p,1405,,1,1,1,1,1
efgx5,efgx5,1405,,1,1,1,1,1
6cwxe,6cwxe,1405,,1,1,1,1,1
ndme7,ndme7,1405,,1,1,1,1,1
mxnw4,mxnw4,1405,,1,1,1,1,1
x8e8n,x8e8n,1405,,1,1,1,1,1
my84e,my84e,1405,,1,1,1,1,1
mxyxw,mxyxw,1405,,1,1,1,1,1
xmcym,xmcym,1405,,1,1,1,1,1
b3xpn,b3xpn,1405,,1,1,1,1,1
5ep3n,5ep3n,1405,,1,1,1,1,1
8eggg,8eggg,1405,,1,1,1,1,1
8n34n,8n34n,1405,,1,1,1,1,1
5fyem,5fyem,1405,,1,1,1,1,1
p24gn,p24gn,1405,,1,1,1,1,1
ng6yp,ng6yp,1405,,1,1,1,1,1
n336e,n336e,1405,,1,1,1,1,1
7gnge,7gnge,1405,,1,1,1,1,1
53mn8,53mn8,1405,,1,1,1,1,1
e5n66,e5n66,1405,,1,1,1,1,1
pf4nb,pf4nb,1405,,1,1,1,1,1
deep5,deep5,1405,,1,1,1,1,1
cfw6e,cfw6e,1405,,1,1,1,1,1
85622,85622,1405,,1,1,1,1,1
cg5dd,cg5dd,1405,,1,1,1,1,1
56m6y,56m6y,1405,,1,1,1,1,1
ydg8n,ydg8n,1405,,1,1,1,1,1
34b84,34b84,1405,,1,1,1,1,1
bdbb3,bdbb3,1405,,1,1,1,1,1
6wnyc,6wnyc,1405,,1,1,1,1,1
d236n,d236n,1405,,1,1,1,1,1
wddcp,wddcp,1405,,1,1,1,1,1
ef4mn,ef4mn,1405,,1,1,1,1,1
e667x,e667x,1405,,1,1,1,1,1
e3ndn,e3ndn,1405,,1,1,1,1,1
p2ym2,p2ym2,1405,,1,1,1,1,1
w2e87,w2e87,1405,,1,1,1,1,1
enn7n,enn7n,1405,,1,1,1,1,1
gc83b,gc83b,1405,,1,1,1,1,1
xxw44,xxw44,1405,,1,1,1,1,1
ep85x,ep85x,1405,,1,1,1,1,1
3bx86,3bx86,1405,,1,1,1,1,1
gpnxn,gpnxn,1405,,1,1,1,1,1
8y6b3,8y6b3,1405,,1,1,1,1,1
n7g4f,n7g4f,1405,,1,1,1,1,1
ny3nn,ny3nn,1405,,1,1,1,1,1
42xpy,42xpy,1405,,1,1,1,1,1
nd5wg,nd5wg,1405,,1,1,1,1,1
pmd3w,pmd3w,1405,,1,1,1,1,1
nb45d,nb45d,1405,,1,1,1,1,1
xnn4d,xnn4d,1405,,1,1,1,1,1
p8ngx,p8ngx,1405,,1,1,1,1,1
e84n2,e84n2,1405,,1,1,1,1,1
xce8d,xce8d,1405,,1,1,1,1,1
fnbfw,fnbfw,1405,,1,1,1,1,1
5gcd3,5gcd3,1405,,1,1,1,1,1
8fexn,8fexn,1405,,1,1,1,1,1
677g3,677g3,1405,,1,1,1,1,1
474ff,474ff,1405,,1,1,1,1,1
mcg43,mcg43,1405,,1,1,1,1,1
4ynf3,4ynf3,1405,,1,1,1,1,1
wd2gb,wd2gb,1405,,1,1,1,1,1
x44n4,x44n4,1405,,1,1,1,1,1
yf28d,yf28d,1405,,1,1,1,1,1
325fb,325fb,1405,,1,1,1,1,1
8n62n,8n62n,1405,,1,1,1,1,1
nwncn,nwncn,1405,,1,1,1,1,1
b2nen,b2nen,1405,,1,1,1,1,1
pwmbn,pwmbn,1405,,1,1,1,1,1
ypp8f,ypp8f,1405,,1,1,1,1,1
fxpw3,fxpw3,1405,,1,1,1,1,1
xp24p,xp24p,1405,,1,1,1,1,1
6b4w6,6b4w6,1405,,1,1,1,1,1
fc2ff,fc2ff,1405,,1,1,1,1,1
efe62,efe62,1405,,1,1,1,1,1
pmg55,pmg55,1405,,1,1,1,1,1
wdww8,wdww8,1405,,1,1,1,1,1
m23bp,m23bp,1405,,1,1,1,1,1
x3deb,x3deb,1405,,1,1,1,1,1
mwxwp,mwxwp,1405,,1,1,1,1,1
mn5c4,mn5c4,1405,,1,1,1,1,1
neecd,neecd,1405,,1,1,1,1,1
wm746,wm746,1405,,1,1,1,1,1
mcyfx,mcyfx,1405,,1,1,1,1,1
pm47f,pm47f,1405,,1,1,1,1,1
5mgn4,5mgn4,1405,,1,1,1,1,1
gp7c5,gp7c5,1405,,1,1,1,1,1
f74x3,f74x3,1405,,1,1,1,1,1
dyxnc,dyxnc,1405,,1,1,1,1,1
b4ncn,b4ncn,1405,,1,1,1,1,1
7e2y7,7e2y7,1405,,1,1,1,1,1
7wn74,7wn74,1405,,1,1,1,1,1
d8xcn,d8xcn,1405,,1,1,1,1,1
4f8yp,4f8yp,1405,,1,1,1,1,1
4w6mw,4w6mw,1405,,1,1,1,1,1
5xwcg,5xwcg,1405,,1,1,1,1,1
ybfx6,ybfx6,1405,,1,1,1,1,1
3xng6,3xng6,1405,,1,1,1,1,1
c6f8g,c6f8g,1405,,1,1,1,1,1
c753e,c753e,1405,,1,1,1,1,1
fg8n4,fg8n4,1405,,1,1,1,1,1
ef4np,ef4np,1405,,1,1,1,1,1
ffnxn,ffnxn,1405,,1,1,1,1,1
8nn73,8nn73,1405,,1,1,1,1,1
28348,28348,1405,,1,1,1,1,1
m74dm,m74dm,1405,,1,1,1,1,1
emwpn,emwpn,1405,,1,1,1,1,1
4dw3w,4dw3w,1405,,1,1,1,1,1
cb8cf,cb8cf,1405,,1,1,1,1,1
gegw4,gegw4,1405,,1,1,1,1,1
w2yp7,w2yp7,1405,,1,1,1,1,1
87nym,87nym,1405,,1,1,1,1,1
ymp7g,ymp7g,1405,,1,1,1,1,1
253dc,253dc,1405,,1,1,1,1,1
dcnp8,dcnp8,1405,,1,1,1,1,1
pg2pm,pg2pm,1405,,1,1,1,1,1
gng6e,gng6e,1405,,1,1,1,1,1
y5n6d,y5n6d,1405,,1,1,1,1,1
mnef5,mnef5,1405,,1,1,1,1,1
6mn8n,6mn8n,1405,,1,1,1,1,1
yeyn4,yeyn4,1405,,1,1,1,1,1
ypw3d,ypw3d,1405,,1,1,1,1,1
n4cpy,n4cpy,1405,,1,1,1,1,1
dmx8p,dmx8p,1405,,1,1,1,1,1
573bn,573bn,1405,,1,1,1,1,1
b2g8e,b2g8e,1405,,1,1,1,1,1
6ng6w,6ng6w,1405,,1,1,1,1,1
58pnp,58pnp,1405,,1,1,1,1,1
8cm46,8cm46,1405,,1,1,1,1,1
xfg65,xfg65,1405,,1,1,1,1,1
4n3mn,4n3mn,1405,,1,1,1,1,1
c482b,c482b,1405,,1,1,1,1,1
ffd6p,ffd6p,1405,,1,1,1,1,1
728n8,728n8,1405,,1,1,1,1,1
ppx77,ppx77,1405,,1,1,1,1,1
2yggg,2yggg,1405,,1,1,1,1,1
2nf26,2nf26,1405,,1,1,1,1,1
gn2xy,gn2xy,1405,,1,1,1,1,1
xfgxb,xfgxb,1405,,1,1,1,1,1
f2fge,f2fge,1405,,1,1,1,1,1
25257,25257,1405,,1,1,1,1,1
y2xg4,y2xg4,1405,,1,1,1,1,1
ddnpf,ddnpf,1405,,1,1,1,1,1
pcm7f,pcm7f,1405,,1,1,1,1,1
xnnc3,xnnc3,1405,,1,1,1,1,1
bny23,bny23,1405,,1,1,1,1,1
5expp,5expp,1405,,1,1,1,1,1
6n443,6n443,1405,,1,1,1,1,1
n4b4m,n4b4m,1405,,1,1,1,1,1
yx2d4,yx2d4,1405,,1,1,1,1,1
dxwcw,dxwcw,1405,,1,1,1,1,1
785n4,785n4,1405,,1,1,1,1,1
xw465,xw465,1405,,1,1,1,1,1
m4fd8,m4fd8,1405,,1,1,1,1,1
e7nx4,e7nx4,1405,,1,1,1,1,1
678w3,678w3,1405,,1,1,1,1,1
gd8fb,gd8fb,1405,,1,1,1,1,1
76nxn,76nxn,1405,,1,1,1,1,1
fbp2c,fbp2c,1405,,1,1,1,1,1
md344,md344,1405,,1,1,1,1,1
dmw8n,dmw8n,1405,,1,1,1,1,1
x458w,x458w,1405,,1,1,1,1,1
377xx,377xx,1405,,1,1,1,1,1
dy3cx,dy3cx,1405,,1,1,1,1,1
bgb48,bgb48,1405,,1,1,1,1,1
4gb3f,4gb3f,1405,,1,1,1,1,1
7bb7b,7bb7b,1405,,1,1,1,1,1
px8n8,px8n8,1405,,1,1,1,1,1
5n732,5n732,1405,,1,1,1,1,1
nm248,nm248,1405,,1,1,1,1,1
yemy4,yemy4,1405,,1,1,1,1,1
dnne7,dnne7,1405,,1,1,1,1,1
dn2ym,dn2ym,1405,,1,1,1,1,1
662bw,662bw,1405,,1,1,1,1,1
dw8d3,dw8d3,1405,,1,1,1,1,1
xemyg,xemyg,1405,,1,1,1,1,1
c353e,c353e,1405,,1,1,1,1,1
nfcwy,nfcwy,1405,,1,1,1,1,1
3bnyf,3bnyf,1405,,1,1,1,1,1
en32e,en32e,1405,,1,1,1,1,1
y33nm,y33nm,1405,,1,1,1,1,1
wwmn6,wwmn6,1405,,1,1,1,1,1
m3b5p,m3b5p,1405,,1,1,1,1,1
c4mcm,c4mcm,1405,,1,1,1,1,1
wecfd,wecfd,1405,,1,1,1,1,1
n4xx5,n4xx5,1405,,1,1,1,1,1
pcpg6,pcpg6,1405,,1,1,1,1,1
xnd3y,xnd3y,1405,,1,1,1,1,1
3wnd3,3wnd3,1405,,1,1,1,1,1
n3x4c,n3x4c,1405,,1,1,1,1,1
5bnd7,5bnd7,1405,,1,1,1,1,1
8n65n,8n65n,1405,,1,1,1,1,1
8wy7d,8wy7d,1405,,1,1,1,1,1
yw7ny,yw7ny,1405,,1,1,1,1,1
865wm,865wm,1405,,1,1,1,1,1
mpxfb,mpxfb,1405,,1,1,1,1,1
yd38e,yd38e,1405,,1,1,1,1,1
5nxnn,5nxnn,1405,,1,1,1,1,1
g888x,g888x,1405,,1,1,1,1,1
y5g87,y5g87,1405,,1,1,1,1,1
dbpcd,dbpcd,1405,,1,1,1,1,1
e46pd,e46pd,1405,,1,1,1,1,1
63pxe,63pxe,1405,,1,1,1,1,1
8d8ep,8d8ep,1405,,1,1,1,1,1
2npg6,2npg6,1405,,1,1,1,1,1
x2cnn,x2cnn,1405,,1,1,1,1,1
enpw2,enpw2,1405,,1,1,1,1,1
8ne4g,8ne4g,1405,,1,1,1,1,1
bp6mw,bp6mw,1405,,1,1,1,1,1
5p3mm,5p3mm,1405,,1,1,1,1,1
w2n7e,w2n7e,1405,,1,1,1,1,1
646x8,646x8,1405,,1,1,1,1,1
7gce6,7gce6,1405,,1,1,1,1,1
b5fm7,b5fm7,1405,,1,1,1,1,1
mdxpn,mdxpn,1405,,1,1,1,1,1
445cc,445cc,1405,,1,1,1,1,1
f364x,f364x,1405,,1,1,1,1,1
mc35n,mc35n,1405,,1,1,1,1,1
xf4p4,xf4p4,1405,,1,1,1,1,1
57b27,57b27,1405,,1,1,1,1,1
bn5mw,bn5mw,1405,,1,1,1,1,1
3cpwb,3cpwb,1405,,1,1,1,1,1
nwfde,nwfde,1405,,1,1,1,1,1
gm6nn,gm6nn,1405,,1,1,1,1,1
yy824,yy824,1405,,1,1,1,1,1
pp546,pp546,1405,,1,1,1,1,1
yf347,yf347,1405,,1,1,1,1,1
dw3nn,dw3nn,1405,,1,1,1,1,1
w48cw,w48cw,1405,,1,1,1,1,1
p8wwf,p8wwf,1405,,1,1,1,1,1
2wx73,2wx73,1405,,1,1,1,1,1
8nbew,8nbew,1405,,1,1,1,1,1
62nb3,62nb3,1405,,1,1,1,1,1
d7en3,d7en3,1405,,1,1,1,1,1
d4n82,d4n82,1405,,1,1,1,1,1
nxn4f,nxn4f,1405,,1,1,1,1,1
x6pdb,x6pdb,1405,,1,1,1,1,1
8n4n8,8n4n8,1405,,1,1,1,1,1
664nf,664nf,1405,,1,1,1,1,1
4w76g,4w76g,1405,,1,1,1,1,1
y2ye8,y2ye8,1405,,1,1,1,1,1
myf82,myf82,1405,,1,1,1,1,1
cdmn8,cdmn8,1405,,1,1,1,1,1
68x48,68x48,1405,,1,1,1,1,1
e43ym,e43ym,1405,,1,1,1,1,1
44fyb,44fyb,1405,,1,1,1,1,1
ywn6f,ywn6f,1405,,1,1,1,1,1
c55c6,c55c6,1405,,1,1,1,1,1
25w53,25w53,1405,,1,1,1,1,1
xfn6n,xfn6n,1405,,1,1,1,1,1
xbem6,xbem6,1405,,1,1,1,1,1
n464c,n464c,1405,,1,1,1,1,1
gn2d3,gn2d3,1405,,1,1,1,1,1
mggce,mggce,1405,,1,1,1,1,1
fg7mg,fg7mg,1405,,1,1,1,1,1
f4wfn,f4wfn,1405,,1,1,1,1,1
wgnwp,wgnwp,1405,,1,1,1,1,1
nfndw,nfndw,1405,,1,1,1,1,1
7cgym,7cgym,1405,,1,1,1,1,1
d22n7,d22n7,1405,,1,1,1,1,1
8gmc4,8gmc4,1405,,1,1,1,1,1
6ge3p,6ge3p,1405,,1,1,1,1,1
g7wxw,g7wxw,1405,,1,1,1,1,1
e7x45,e7x45,1405,,1,1,1,1,1
c2pg6,c2pg6,1405,,1,1,1,1,1
cgcgb,cgcgb,1405,,1,1,1,1,1
ebcbx,ebcbx,1405,,1,1,1,1,1
bny4w,bny4w,1405,,1,1,1,1,1
2g783,2g783,1405,,1,1,1,1,1
b6f2p,b6f2p,1405,,1,1,1,1,1
nbfx5,nbfx5,1405,,1,1,1,1,1
c2fb7,c2fb7,1405,,1,1,1,1,1
8pfxx,8pfxx,1405,,1,1,1,1,1
fc6xb,fc6xb,1405,,1,1,1,1,1
n373n,n373n,1405,,1,1,1,1,1
dd5w5,dd5w5,1405,,1,1,1,1,1
nnn5p,nnn5p,1405,,1,1,1,1,1
264m5,264m5,1405,,1,1,1,1,1
bw44w,bw44w,1405,,1,1,1,1,1
6dd2y,6dd2y,1405,,1,1,1,1,1
xngxc,xngxc,1405,,1,1,1,1,1
3bfnd,3bfnd,1405,,1,1,1,1,1
w52fn,w52fn,1405,,1,1,1,1,1
5ng6e,5ng6e,1405,,1,1,1,1,1
53wb8,53wb8,1405,,1,1,1,1,1
m67b3,m67b3,1405,,1,1,1,1,1
c86md,c86md,1405,,1,1,1,1,1
2x7bm,2x7bm,1405,,1,1,1,1,1
dn26n,dn26n,1405,,1,1,1,1,1
wg625,wg625,1405,,1,1,1,1,1
nbf8m,nbf8m,1405,,1,1,1,1,1
bdg84,bdg84,1405,,1,1,1,1,1
75pfw,75pfw,1405,,1,1,1,1,1
yf424,yf424,1405,,1,1,1,1,1
gw53m,gw53m,1405,,1,1,1,1,1
x4gg5,x4gg5,1405,,1,1,1,1,1
66wp5,66wp5,1405,,1,1,1,1,1
cnwyc,cnwyc,1405,,1,1,1,1,1
7y2x4,7y2x4,1405,,1,1,1,1,1
d378n,d378n,1405,,1,1,1,1,1
2b827,2b827,1405,,1,1,1,1,1
dbfen,dbfen,1405,,1,1,1,1,1
mp7wp,mp7wp,1405,,1,1,1,1,1
pcede,pcede,1405,,1,1,1,1,1
x38fn,x38fn,1405,,1,1,1,1,1
y5w28,y5w28,1405,,1,1,1,1,1
y7x8p,y7x8p,1405,,1,1,1,1,1
dpbyd,dpbyd,1405,,1,1,1,1,1
n3ffn,n3ffn,1405,,1,1,1,1,1
wc2bd,wc2bd,1405,,1,1,1,1,1
x6b5m,x6b5m,1405,,1,1,1,1,1
88y52,88y52,1405,,1,1,1,1,1
pdyc8,pdyc8,1405,,1,1,1,1,1
wce5n,wce5n,1405,,1,1,1,1,1
573d8,573d8,1405,,1,1,1,1,1
ec6pm,ec6pm,1405,,1,1,1,1,1
6gnm3,6gnm3,1405,,1,1,1,1,1
x3fwf,x3fwf,1405,,1,1,1,1,1
77n6g,77n6g,1405,,1,1,1,1,1
m3588,m3588,1405,,1,1,1,1,1
myc3c,myc3c,1405,,1,1,1,1,1
nc4yg,nc4yg,1405,,1,1,1,1,1
25egp,25egp,1405,,1,1,1,1,1
3pe4g,3pe4g,1405,,1,1,1,1,1
p4pde,p4pde,1405,,1,1,1,1,1
n2by7,n2by7,1405,,1,1,1,1,1
xgcxy,xgcxy,1405,,1,1,1,1,1
3w2bw,3w2bw,1405,,1,1,1,1,1
ndyfe,ndyfe,1405,,1,1,1,1,1
b84xc,b84xc,1405,,1,1,1,1,1
cpc8c,cpc8c,1405,,1,1,1,1,1
5n245,5n245,1405,,1,1,1,1,1
6xxdx,6xxdx,1405,,1,1,1,1,1
cffp4,cffp4,1405,,1,1,1,1,1
ny8np,ny8np,1405,,1,1,1,1,1
y4n6m,y4n6m,1405,,1,1,1,1,1
7wyp4,7wyp4,1405,,1,1,1,1,1
7gmf3,7gmf3,1405,,1,1,1,1,1
pmf5w,pmf5w,1405,,1,1,1,1,1
cfc56,cfc56,1405,,1,1,1,1,1
dn5df,dn5df,1405,,1,1,1,1,1
g78gn,g78gn,1405,,1,1,1,1,1
3ny45,3ny45,1405,,1,1,1,1,1
2ycn8,2ycn8,1405,,1,1,1,1,1
xe8xm,xe8xm,1405,,1,1,1,1,1
8n5pn,8n5pn,1405,,1,1,1,1,1
4dgf7,4dgf7,1405,,1,1,1,1,1
gnc3n,gnc3n,1405,,1,1,1,1,1
3den6,3den6,1405,,1,1,1,1,1
33p4e,33p4e,1405,,1,1,1,1,1
7wnpm,7wnpm,1405,,1,1,1,1,1
73mnx,73mnx,1405,,1,1,1,1,1
2cg58,2cg58,1405,,1,1,1,1,1
3nw7w,3nw7w,1405,,1,1,1,1,1
4cn7b,4cn7b,1405,,1,1,1,1,1
8y63f,8y63f,1405,,1,1,1,1,1
8c23f,8c23f,1405,,1,1,1,1,1
nbcgb,nbcgb,1405,,1,1,1,1,1
nf8b8,nf8b8,1405,,1,1,1,1,1
3bd8f,3bd8f,1405,,1,1,1,1,1
7xd5m,7xd5m,1405,,1,1,1,1,1
pm363,pm363,1405,,1,1,1,1,1
d6fcn,d6fcn,1405,,1,1,1,1,1
3p4nn,3p4nn,1405,,1,1,1,1,1
64m82,64m82,1405,,1,1,1,1,1
x4f7g,x4f7g,1405,,1,1,1,1,1
3ebnn,3ebnn,1405,,1,1,1,1,1
gc277,gc277,1405,,1,1,1,1,1
dbex3,dbex3,1405,,1,1,1,1,1
6e6pn,6e6pn,1405,,1,1,1,1,1
44xe8,44xe8,1405,,1,1,1,1,1
gny6b,gny6b,1405,,1,1,1,1,1
en4n4,en4n4,1405,,1,1,1,1,1
bgd4m,bgd4m,1405,,1,1,1,1,1
mgw3n,mgw3n,1405,,1,1,1,1,1
ecd4w,ecd4w,1405,,1,1,1,1,1
8w754,8w754,1405,,1,1,1,1,1
f75cx,f75cx,1405,,1,1,1,1,1
cen55,cen55,1405,,1,1,1,1,1
w8f36,w8f36,1405,,1,1,1,1,1
cdcb3,cdcb3,1405,,1,1,1,1,1
nbp3e,nbp3e,1405,,1,1,1,1,1
b5nmm,b5nmm,1405,,1,1,1,1,1
387g2,387g2,1405,,1,1,1,1,1
bnc2f,bnc2f,1405,,1,1,1,1,1
y7mnm,y7mnm,1405,,1,1,1,1,1
neggn,neggn,1405,,1,1,1,1,1
p2m6n,p2m6n,1405,,1,1,1,1,1
74eyg,74eyg,1405,,1,1,1,1,1
d22bd,d22bd,1405,,1,1,1,1,1
bbymy,bbymy,1405,,1,1,1,1,1
58b5m,58b5m,1405,,1,1,1,1,1
nnfx3,nnfx3,1405,,1,1,1,1,1
y5dpp,y5dpp,1405,,1,1,1,1,1
ng2gw,ng2gw,1405,,1,1,1,1,1
yd755,yd755,1405,,1,1,1,1,1
47e4p,47e4p,1405,,1,1,1,1,1
bw6n6,bw6n6,1405,,1,1,1,1,1
8gecm,8gecm,1405,,1,1,1,1,1
28x47,28x47,1405,,1,1,1,1,1
pf5ng,pf5ng,1405,,1,1,1,1,1
be3bp,be3bp,1405,,1,1,1,1,1
34pcn,34pcn,1405,,1,1,1,1,1
52447,52447,1405,,1,1,1,1,1
nnn57,nnn57,1405,,1,1,1,1,1
f6ne5,f6ne5,1405,,1,1,1,1,1
mm3nn,mm3nn,1405,,1,1,1,1,1
xbcbx,xbcbx,1405,,1,1,1,1,1
ggd7m,ggd7m,1405,,1,1,1,1,1
de45x,de45x,1405,,1,1,1,1,1
b28g8,b28g8,1405,,1,1,1,1,1
6p7gx,6p7gx,1405,,1,1,1,1,1
gfp54,gfp54,1405,,1,1,1,1,1
